Event_ID,Product_ID,Submission_ID,Lifecycle_Stage,Stage_Order,Stage_Start_Date,Stage_End_Date,Stage_Duration_Days,Event_Status
970000,102511,511667,Regulatory Review,4,2025-01-15,2025-04-23,98.6,Completed
970001,102511,511667,Approval,5,2025-04-24,2025-05-09,15.3,In Progress
970002,102511,511667,Post-Market Monitoring,6,2025-05-09,2025-08-31,114.5,In Progress
970003,104869,511668,Development,1,2022-10-29,2023-04-17,170.5,Completed
970004,104869,511668,Submission Preparation,2,2023-04-17,2023-06-16,60.3,Completed
970005,104869,511668,Regulatory Submission,3,2023-06-16,2023-06-26,10.3,Completed
970006,104869,511668,Regulatory Review,4,2023-06-27,2023-08-29,63.5,Completed
970007,104869,511668,Approval,5,2023-08-29,2023-09-09,11.0,In Progress
970008,104869,511668,Post-Market Monitoring,6,2023-09-09,2023-12-14,96.3,In Progress
970009,101881,511669,Development,1,2022-04-10,2022-09-16,159.5,Completed
970010,101881,511669,Submission Preparation,2,2022-09-16,2022-10-18,32.3,Completed
970011,101881,511669,Regulatory Submission,3,2022-10-18,2022-11-01,14.0,Completed
970012,101881,511669,Regulatory Review,4,2022-11-01,2023-02-02,93.7,Completed
970013,101881,511669,Approval,5,2023-02-03,2023-02-22,19.1,In Progress
970014,101881,511669,Post-Market Monitoring,6,2023-02-22,2023-05-12,79.9,In Progress
970015,104098,511670,Development,1,2022-02-16,2022-05-23,96.7,Completed
970016,104098,511670,Submission Preparation,2,2022-05-23,2022-07-18,56.3,Completed
970017,104098,511670,Regulatory Submission,3,2022-07-19,2022-08-05,17.2,Completed
970018,104098,511670,Regulatory Review,4,2022-08-05,2022-10-27,83.3,Completed
970019,104098,511670,Approval,5,2022-10-27,2022-11-09,13.3,Completed
970020,104098,511670,Post-Market Monitoring,6,2022-11-09,2023-02-21,104.6,Completed
970021,105896,511671,Development,1,2024-04-24,2024-08-25,123.5,Completed
970022,105896,511671,Submission Preparation,2,2024-08-25,2024-10-02,38.4,Completed
970023,105896,511671,Regulatory Submission,3,2024-10-02,2024-10-07,5.9,Completed
970024,105896,511671,Regulatory Review,4,2024-10-08,2024-12-11,64.5,Completed
970025,105896,511671,Approval,5,2024-12-12,2024-12-26,14.2,In Progress
970026,105896,511671,Post-Market Monitoring,6,2024-12-26,2025-05-08,133.9,In Progress
970027,113054,511672,Development,1,2023-09-02,2023-12-27,116.1,Completed
970028,113054,511672,Submission Preparation,2,2023-12-27,2024-02-12,47.0,Completed
970029,113054,511672,Regulatory Submission,3,2024-02-12,2024-02-19,7.4,Completed
970030,113054,511672,Regulatory Review,4,2024-02-19,2024-07-02,134.8,Completed
970031,113054,511672,Approval,5,2024-07-03,2024-07-22,19.1,In Progress
970032,113054,511672,Post-Market Monitoring,6,2024-07-22,2024-10-20,90.1,In Progress
970033,105580,511673,Development,1,2024-10-04,2025-01-14,102.3,Completed
970034,105580,511673,Submission Preparation,2,2025-01-14,2025-03-14,59.5,Completed
970035,105580,511673,Regulatory Submission,3,2025-03-14,2025-03-23,9.4,Completed
970036,105580,511673,Regulatory Review,4,2025-03-24,2025-04-22,29.8,Completed
970037,105580,511673,Approval,5,2025-04-23,2025-04-30,7.5,Completed
970038,105580,511673,Post-Market Monitoring,6,2025-04-30,2025-08-06,98.2,Completed
970039,105962,511674,Development,1,2022-12-02,2023-04-18,137.4,Completed
970040,105962,511674,Submission Preparation,2,2023-04-18,2023-06-11,54.9,Completed
970041,105962,511674,Regulatory Submission,3,2023-06-12,2023-06-23,11.4,Completed
970042,105962,511674,Regulatory Review,4,2023-06-23,2023-09-12,81.5,Completed
970043,105962,511674,Approval,5,2023-09-13,2023-09-24,11.3,In Progress
970044,105962,511674,Post-Market Monitoring,6,2023-09-24,2024-01-13,111.0,In Progress
970045,109472,511675,Development,1,2023-11-07,2024-03-22,136.2,Completed
970046,109472,511675,Submission Preparation,2,2024-03-22,2024-04-17,26.9,Completed
970047,109472,511675,Regulatory Submission,3,2024-04-18,2024-05-01,13.6,Completed
970048,109472,511675,Regulatory Review,4,2024-05-01,2024-08-04,95.5,Completed
970049,109472,511675,Approval,5,2024-08-05,2024-08-19,14.1,Completed
970050,109472,511675,Post-Market Monitoring,6,2024-08-19,2024-12-05,108.5,Completed
970051,114957,511676,Development,1,2024-01-05,2024-05-13,129.6,Completed
970052,114957,511676,Submission Preparation,2,2024-05-13,2024-06-17,35.3,Completed
970053,114957,511676,Regulatory Submission,3,2024-06-17,2024-06-21,4.9,Completed
970054,114957,511676,Regulatory Review,4,2024-06-22,2024-09-14,84.2,Completed
970055,114957,511676,Approval,5,2024-09-15,2024-09-25,10.9,Completed
970056,114957,511676,Post-Market Monitoring,6,2024-09-25,2024-12-17,83.2,Completed
970057,104189,511677,Development,1,2023-11-21,2024-03-17,117.7,Completed
970058,104189,511677,Submission Preparation,2,2024-03-17,2024-05-03,47.3,Completed
970059,104189,511677,Regulatory Submission,3,2024-05-04,2024-05-14,10.1,Completed
970060,104189,511677,Regulatory Review,4,2024-05-14,2024-06-30,47.9,Completed
970061,104189,511677,Approval,5,2024-07-01,2024-07-08,7.9,In Progress
970062,104189,511677,Post-Market Monitoring,6,2024-07-08,2024-10-22,106.5,In Progress
970063,112479,511678,Development,1,2023-10-20,2024-02-23,126.3,Completed
970064,112479,511678,Submission Preparation,2,2024-02-23,2024-03-29,35.7,Completed
970065,112479,511678,Regulatory Submission,3,2024-03-30,2024-04-14,15.2,Completed
970066,112479,511678,Regulatory Review,4,2024-04-14,2024-07-07,84.3,Completed
970067,112479,511678,Approval,5,2024-07-07,2024-07-20,13.5,In Progress
970068,112479,511678,Post-Market Monitoring,6,2024-07-21,2024-10-17,88.5,In Progress
970069,113883,511679,Development,1,2022-06-15,2022-10-11,118.7,Completed
970070,113883,511679,Submission Preparation,2,2022-10-11,2022-12-07,57.3,Completed
970071,113883,511679,Regulatory Submission,3,2022-12-08,2022-12-18,10.5,Completed
970072,113883,511679,Regulatory Review,4,2022-12-18,2023-03-04,76.8,Completed
970073,113883,511679,Approval,5,2023-03-05,2023-03-20,15.2,In Progress
970074,113883,511679,Post-Market Monitoring,6,2023-03-20,2023-06-10,82.9,In Progress
970075,112516,511680,Development,1,2023-03-28,2023-06-24,88.4,Completed
970076,112516,511680,Submission Preparation,2,2023-06-24,2023-08-26,63.5,Completed
970077,112516,511680,Regulatory Submission,3,2023-08-26,2023-09-14,19.1,Completed
970078,112516,511680,Regulatory Review,4,2023-09-15,2023-12-21,97.9,Completed
970079,112516,511680,Approval,5,2023-12-21,2024-01-01,11.1,In Progress
970080,112516,511680,Post-Market Monitoring,6,2024-01-02,2024-04-03,92.6,In Progress
970081,102524,511681,Development,1,2021-12-01,2022-05-25,175.3,Completed
970082,102524,511681,Submission Preparation,2,2022-05-25,2022-07-10,46.2,Completed
970083,102524,511681,Regulatory Submission,3,2022-07-10,2022-07-20,10.5,Completed
970084,102524,511681,Regulatory Review,4,2022-07-21,2022-10-21,92.0,Completed
970085,102524,511681,Approval,5,2022-10-21,2022-11-04,14.5,Completed
970086,102524,511681,Post-Market Monitoring,6,2022-11-04,2023-01-29,86.9,Completed
970087,103267,511682,Development,1,2024-06-30,2024-11-21,144.3,Completed
970088,103267,511682,Submission Preparation,2,2024-11-21,2025-01-24,64.4,Completed
970089,103267,511682,Regulatory Submission,3,2025-01-24,2025-02-05,12.6,Completed
970090,103267,511682,Regulatory Review,4,2025-02-06,2025-05-24,107.0,Completed
970091,103267,511682,Approval,5,2025-05-24,2025-06-13,20.6,Completed
970092,103267,511682,Post-Market Monitoring,6,2025-06-13,2025-07-27,44.4,Completed
970093,111727,511683,Development,1,2023-01-04,2023-04-20,106.3,Completed
970094,111727,511683,Submission Preparation,2,2023-04-20,2023-05-22,32.1,Completed
970095,111727,511683,Regulatory Submission,3,2023-05-22,2023-05-28,6.2,Completed
970096,111727,511683,Regulatory Review,4,2023-05-28,2023-08-31,95.2,Completed
970097,111727,511683,Approval,5,2023-08-31,2023-09-16,16.9,Completed
970098,111727,511683,Post-Market Monitoring,6,2023-09-17,2023-11-30,74.4,Completed
970099,106223,511684,Development,1,2022-09-21,2023-02-05,137.3,Completed
970100,106223,511684,Submission Preparation,2,2023-02-05,2023-03-21,44.0,Completed
970101,106223,511684,Regulatory Submission,3,2023-03-21,2023-04-05,15.7,Completed
970102,106223,511684,Regulatory Review,4,2023-04-06,2023-06-17,72.0,Completed
970103,106223,511684,Approval,5,2023-06-17,2023-06-27,10.8,Completed
970104,106223,511684,Post-Market Monitoring,6,2023-06-27,2023-08-13,47.5,Completed
970105,107082,511685,Development,1,2024-09-26,2025-01-05,101.9,Completed
970106,107082,511685,Submission Preparation,2,2025-01-05,2025-03-07,61.4,Completed
970107,107082,511685,Regulatory Submission,3,2025-03-08,2025-03-26,18.5,Completed
970108,107082,511685,Regulatory Review,4,2025-03-26,2025-07-12,108.0,Completed
970109,107082,511685,Approval,5,2025-07-12,2025-07-29,17.6,In Progress
970110,107082,511685,Post-Market Monitoring,6,2025-07-30,2025-10-04,66.5,In Progress
970111,101829,511686,Development,1,2024-09-02,2024-12-28,117.5,Completed
970112,101829,511686,Submission Preparation,2,2024-12-28,2025-02-09,43.7,Completed
970113,101829,511686,Regulatory Submission,3,2025-02-10,2025-02-19,9.5,Completed
970114,101829,511686,Regulatory Review,4,2025-02-19,2025-07-06,137.3,Completed
970115,101829,511686,Approval,5,2025-07-07,2025-07-18,11.0,In Progress
970116,101829,511686,Post-Market Monitoring,6,2025-07-18,2025-11-10,115.7,In Progress
970117,102456,511687,Development,1,2022-04-10,2022-08-08,120.7,Completed
970118,102456,511687,Submission Preparation,2,2022-08-08,2022-10-03,56.5,Completed
970119,102456,511687,Regulatory Submission,3,2022-10-04,2022-10-18,14.9,Completed
970120,102456,511687,Regulatory Review,4,2022-10-19,2022-11-27,39.0,Completed
970121,102456,511687,Approval,5,2022-11-27,2022-12-06,9.5,Completed
970122,102456,511687,Post-Market Monitoring,6,2022-12-06,2023-01-30,55.2,Completed
970123,105646,511688,Development,1,2022-08-02,2022-10-24,83.4,Completed
970124,105646,511688,Submission Preparation,2,2022-10-24,2022-12-06,43.2,Completed
970125,105646,511688,Regulatory Submission,3,2022-12-06,2022-12-24,18.3,Completed
970126,105646,511688,Regulatory Review,4,2022-12-24,2023-03-25,91.0,Completed
970127,105646,511688,Approval,5,2023-03-25,2023-03-27,2.7,Completed
970128,105646,511688,Post-Market Monitoring,6,2023-03-28,2023-06-02,66.2,Completed
970129,110605,511689,Development,1,2023-09-12,2024-01-27,137.4,Completed
970130,110605,511689,Submission Preparation,2,2024-01-27,2024-03-10,43.2,Completed
970131,110605,511689,Regulatory Submission,3,2024-03-10,2024-03-22,12.7,Completed
970132,110605,511689,Regulatory Review,4,2024-03-23,2024-05-17,55.9,Completed
970133,110605,511689,Approval,5,2024-05-18,2024-05-31,13.4,In Progress
970134,110605,511689,Post-Market Monitoring,6,2024-05-31,2024-10-01,123.2,In Progress
970135,114970,511690,Development,1,2024-10-28,2025-03-14,137.1,Completed
970136,114970,511690,Submission Preparation,2,2025-03-14,2025-04-22,39.2,Completed
970137,114970,511690,Regulatory Submission,3,2025-04-22,2025-05-05,13.7,Completed
970138,114970,511690,Regulatory Review,4,2025-05-06,2025-06-09,34.8,Completed
970139,114970,511690,Approval,5,2025-06-09,2025-06-27,18.0,Completed
970140,114970,511690,Post-Market Monitoring,6,2025-06-27,2025-10-12,107.3,Completed
970141,101153,511691,Development,1,2024-01-14,2024-05-27,134.9,Completed
970142,101153,511691,Submission Preparation,2,2024-05-27,2024-06-22,26.7,Completed
970143,101153,511691,Regulatory Submission,3,2024-06-23,2024-07-10,17.5,Completed
970144,101153,511691,Regulatory Review,4,2024-07-11,2024-10-13,94.5,Completed
970145,101153,511691,Approval,5,2024-10-13,2024-10-20,7.8,Completed
970146,101153,511691,Post-Market Monitoring,6,2024-10-21,2024-12-29,69.4,Completed
970147,109486,511692,Development,1,2024-10-20,2025-02-19,122.4,Completed
970148,109486,511692,Submission Preparation,2,2025-02-19,2025-04-15,55.3,Completed
970149,109486,511692,Regulatory Submission,3,2025-04-15,2025-04-22,7.8,Completed
970150,109486,511692,Regulatory Review,4,2025-04-23,2025-05-23,30.0,Completed
970151,109486,511692,Approval,5,2025-05-23,2025-06-02,10.2,Completed
970152,109486,511692,Post-Market Monitoring,6,2025-06-02,2025-07-05,33.3,Completed
970153,113866,511693,Development,1,2023-11-16,2024-05-02,168.1,Completed
970154,113866,511693,Submission Preparation,2,2024-05-02,2024-07-04,63.0,Completed
970155,113866,511693,Regulatory Submission,3,2024-07-04,2024-07-11,7.6,Completed
970156,113866,511693,Regulatory Review,4,2024-07-11,2024-10-02,83.6,Completed
970157,113866,511693,Approval,5,2024-10-03,2024-10-18,15.3,Completed
970158,113866,511693,Post-Market Monitoring,6,2024-10-18,2025-02-03,108.2,Completed
970159,105035,511694,Development,1,2023-04-08,2023-08-30,144.6,Completed
970160,105035,511694,Submission Preparation,2,2023-08-30,2023-09-25,26.3,Completed
970161,105035,511694,Regulatory Submission,3,2023-09-25,2023-10-10,15.4,Completed
970162,105035,511694,Regulatory Review,4,2023-10-11,2024-02-05,117.9,Completed
970163,105035,511694,Approval,5,2024-02-06,2024-02-22,16.8,Completed
970164,105035,511694,Post-Market Monitoring,6,2024-02-23,2024-06-27,125.1,Completed
970165,113308,511695,Development,1,2022-12-31,2023-06-19,170.0,Completed
970166,113308,511695,Submission Preparation,2,2023-06-19,2023-08-11,53.5,Completed
970167,113308,511695,Regulatory Submission,3,2023-08-11,2023-08-23,12.1,Completed
970168,113308,511695,Regulatory Review,4,2023-08-23,2023-11-18,87.2,Completed
970169,113308,511695,Approval,5,2023-11-18,2023-12-01,13.1,Completed
970170,113308,511695,Post-Market Monitoring,6,2023-12-01,2024-02-05,66.7,Completed
970171,104382,511696,Development,1,2024-09-27,2025-01-05,100.6,Completed
970172,104382,511696,Submission Preparation,2,2025-01-05,2025-02-19,45.6,Completed
970173,104382,511696,Regulatory Submission,3,2025-02-20,2025-03-01,9.9,Completed
970174,104382,511696,Regulatory Review,4,2025-03-02,2025-05-15,74.1,Completed
970175,104382,511696,Approval,5,2025-05-15,2025-05-29,14.3,Completed
970176,104382,511696,Post-Market Monitoring,6,2025-05-29,2025-08-09,72.0,Completed
970177,108281,511697,Development,1,2023-07-05,2023-11-03,121.6,Completed
970178,108281,511697,Submission Preparation,2,2023-11-03,2023-12-13,40.5,Completed
970179,108281,511697,Regulatory Submission,3,2023-12-14,2023-12-23,9.7,Completed
970180,108281,511697,Regulatory Review,4,2023-12-23,2024-04-06,105.5,Completed
970181,108281,511697,Approval,5,2024-04-07,2024-04-24,17.2,In Progress
970182,108281,511697,Post-Market Monitoring,6,2024-04-24,2024-08-08,106.1,In Progress
970183,103206,511698,Development,1,2023-10-25,2024-02-16,114.5,Completed
970184,103206,511698,Submission Preparation,2,2024-02-16,2024-04-01,45.7,Completed
970185,103206,511698,Regulatory Submission,3,2024-04-02,2024-04-10,8.4,Completed
970186,103206,511698,Regulatory Review,4,2024-04-10,2024-04-26,16.5,Completed
970187,103206,511698,Approval,5,2024-04-27,2024-05-08,11.0,Completed
970188,103206,511698,Post-Market Monitoring,6,2024-05-08,2024-08-24,108.6,Completed
970189,112490,511699,Development,1,2022-10-18,2023-02-15,120.9,Completed
970190,112490,511699,Submission Preparation,2,2023-02-15,2023-04-06,50.3,Completed
970191,112490,511699,Regulatory Submission,3,2023-04-07,2023-04-12,5.6,Completed
970192,112490,511699,Regulatory Review,4,2023-04-12,2023-07-31,110.6,Completed
970193,112490,511699,Approval,5,2023-08-01,2023-08-09,8.2,Completed
970194,112490,511699,Post-Market Monitoring,6,2023-08-09,2023-11-15,98.9,Completed
970195,101658,511700,Development,1,2022-08-28,2023-01-11,136.9,Completed
970196,101658,511700,Submission Preparation,2,2023-01-11,2023-02-17,37.3,Completed
970197,101658,511700,Regulatory Submission,3,2023-02-18,2023-02-28,10.6,Completed
970198,101658,511700,Regulatory Review,4,2023-02-28,2023-06-15,107.6,Completed
970199,101658,511700,Approval,5,2023-06-16,2023-07-03,17.7,In Progress
970200,101658,511700,Post-Market Monitoring,6,2023-07-04,2023-11-15,134.8,In Progress
970201,108612,511701,Development,1,2024-10-30,2025-03-04,125.4,Completed
970202,108612,511701,Submission Preparation,2,2025-03-04,2025-04-20,47.9,Completed
970203,108612,511701,Regulatory Submission,3,2025-04-21,2025-05-09,18.1,Completed
970204,108612,511701,Regulatory Review,4,2025-05-09,2025-07-07,59.6,Completed
970205,108612,511701,Approval,5,2025-07-08,2025-07-21,13.5,Completed
970206,108612,511701,Post-Market Monitoring,6,2025-07-21,2025-10-16,87.9,Completed
970207,102542,511702,Development,1,2024-10-25,2025-03-19,145.1,Completed
970208,102542,511702,Submission Preparation,2,2025-03-19,2025-05-22,64.5,Completed
970209,102542,511702,Regulatory Submission,3,2025-05-22,2025-06-02,11.4,Completed
970210,102542,511702,Regulatory Review,4,2025-06-03,2025-09-10,99.9,Completed
970211,102542,511702,Approval,5,2025-09-10,2025-09-21,11.2,In Progress
970212,102542,511702,Post-Market Monitoring,6,2025-09-22,2025-11-19,58.8,In Progress
970213,103057,511703,Development,1,2022-03-08,2022-07-22,136.4,Completed
970214,103057,511703,Submission Preparation,2,2022-07-22,2022-09-01,41.6,Completed
970215,103057,511703,Regulatory Submission,3,2022-09-02,2022-09-12,10.2,Completed
970216,103057,511703,Regulatory Review,4,2022-09-12,2022-12-01,80.2,Completed
970217,103057,511703,Approval,5,2022-12-01,2022-12-17,16.2,In Progress
970218,103057,511703,Post-Market Monitoring,6,2022-12-17,2023-02-06,51.1,In Progress
970219,105495,511704,Development,1,2022-03-28,2022-09-23,179.4,Completed
970220,105495,511704,Submission Preparation,2,2022-09-23,2022-11-10,48.9,Completed
970221,105495,511704,Regulatory Submission,3,2022-11-11,2022-11-22,11.2,Completed
970222,105495,511704,Regulatory Review,4,2022-11-22,2023-02-26,96.0,Completed
970223,105495,511704,Approval,5,2023-02-26,2023-03-11,13.5,In Progress
970224,105495,511704,Post-Market Monitoring,6,2023-03-12,2023-05-13,62.1,In Progress
970225,101390,511705,Development,1,2024-04-27,2024-07-30,94.0,Completed
970226,101390,511705,Submission Preparation,2,2024-07-30,2024-09-05,37.2,Completed
970227,101390,511705,Regulatory Submission,3,2024-09-05,2024-09-21,16.1,Completed
970228,101390,511705,Regulatory Review,4,2024-09-21,2024-11-13,53.8,Completed
970229,101390,511705,Approval,5,2024-11-14,2024-11-27,13.9,In Progress
